4.631912057455004894e-01,5.188960555033091948e-01,4.695266691529071390e-01,5.828125792150110618e-01,5.658825808988099393e-01,5.820675622204367627e-01,9.088098176333470057e-01,6.418506559160164215e-01,6.106908398727546317e-01,4.779797821164139537e-01
9.162701677407559808e-01,5.817922848652592460e-01,5.235905640283438078e-01,8.580634398281458131e-01,8.828191416426710569e-01,6.089999721418680734e-01,6.913346899466594753e-01,5.094408761157638299e-01,5.888304048882012642e-01,6.637188479601392466e-01
4.649299426661350765e-01,6.166293711748130901e-01,4.955575778989811941e-01,4.565364774032000805e-01,5.725239456470522237e-01,7.054656302786407318e-01,7.352492896883592310e-01,5.486850954744746378e-01,5.260244161229270521e-01,7.029287978284765037e-01
4.397896456491298123e-01,6.688970798564259912e-01,5.448383103608216427e-01,6.616244470314718296e-01,6.525696435609669166e-01,5.659794820941526083e-01,8.720147173088349524e-01,6.730976636884803410e-01,6.262533725212763303e-01,5.976969151785425094e-01
3.944864281432869935e-01,5.296773990171492752e-01,5.213353212483661236e-01,5.948622546129070932e-01,4.770926754799632574e-01,5.741207629599898166e-01,6.001433811005005836e-01,5.885389608636247827e-01,8.891425567896155124e-01,6.394349771515613901e-01
4.330063451504921335e-01,4.745785086477557480e-01,9.221639471639471175e-01,4.884203678878294985e-01,6.073434389675865797e-01,6.056779486090185793e-01,4.532087102920089317e-01,4.823429794257013681e-01,6.049007474691834307e-01,5.791241227958513482e-01
4.839196775205500956e-01,4.492225871627245626e-01,6.251854068665946285e-01,5.851184171220202845e-01,4.735490017884561031e-01,6.171316279149763329e-01,4.618978420474483815e-01,5.788910966591601648e-01,6.243673821483843867e-01,6.064939466087501119e-01
3.739050789594938751e-01,5.463540164059689230e-01,4.685878217435198723e-01,6.344821777543491192e-01,6.319017138249118926e-01,8.444357603181131822e-01,5.297484667530711899e-01,6.231750013436598845e-01,6.018169840888527578e-01,9.017249417249416643e-01
5.595235622254326469e-01,4.796712812784517110e-01,4.804566720490207610e-01,5.497526003818463680e-01,5.919140770645940908e-01,6.279599754806723944e-01,7.020246214591813194e-01,6.772114074249029336e-01,4.922576109786869769e-01,6.023710517294895705e-01
4.989988534014850319e-01,6.183358200683890527e-01,6.693137142035908704e-01,5.835890549560071028e-01,5.680069855739364737e-01,7.385630870779386070e-01,5.169514184898751363e-01,5.229889957599047623e-01,5.540801445792825630e-01,6.024032729557460275e-01
5.115790565894235975e-01,4.805680274143108166e-01,4.271152291820802249e-01,6.035457406603211838e-01,4.698124418408277103e-01,6.197624546552306102e-01,5.599140559163078290e-01,8.645463686640156853e-01,8.893505187622835484e-01,5.674096456941097877e-01
5.076915760912836806e-01,3.584877718541084612e-01,6.478798240844518830e-01,4.894506942540349792e-01,5.804494369669624954e-01,5.846880637430749150e-01,5.997753290424017170e-01,5.894556312009977539e-01,5.742368209393858836e-01,6.678172067826583236e-01
5.764742670296199023e-01,5.928158647053242136e-01,4.729920303563666661e-01,5.843746247063446031e-01,6.661131738173817762e-01,9.018261803555921441e-01,5.613406692747823223e-01,5.751462950705203969e-01,5.764578090200063176e-01,6.621286900698530875e-01
4.842209840291530898e-01,5.606981580510992380e-01,4.258001665315683804e-01,6.293965913752594954e-01,4.930273126830148067e-01,6.445155662997189561e-01,5.438043421622065221e-01,8.656590794826088953e-01,5.745957669013754820e-01,8.873323735088440856e-01
4.931342250445079900e-01,6.049928052395368017e-01,4.532614176419982321e-01,5.631795141135563787e-01,5.952209712777648543e-01,5.892228941176658186e-01,5.553898899593352478e-01,6.286578920676031412e-01,5.877407965904251075e-01,5.873705298534570574e-01
5.389851485148514643e-01,4.695343258009453957e-01,5.920842667120573832e-01,5.195775672284359548e-01,6.153577148233496663e-01,6.835928526602353950e-01,5.607040566707863771e-01,6.409878247440128352e-01,6.154575843748978370e-01,6.747210923517840131e-01
4.267197575333245285e-01,5.234449273153558568e-01,5.475374388982289231e-01,4.584007075803270270e-01,6.089419099353661213e-01,4.528232630955402738e-01,5.818757307294848413e-01,5.981464687924542556e-01,4.566083120883980828e-01,6.047550857417846037e-01
5.434546728889046996e-01,8.519461584167465906e-01,5.038327503199709900e-01,5.112452413654533512e-01,8.599193290369760989e-01,5.579562703650621236e-01,4.620695303019797251e-01,5.169279832334576774e-01,6.190156779235830298e-01,6.554577089703630399e-01
3.957300848724103481e-01,6.936753265874617824e-01,6.511057021629127473e-01,6.141194754900587416e-01,4.515100010886936022e-01,5.359593301575782398e-01,5.485377833757023591e-01,5.139949415814417666e-01,6.030210523896372132e-01,9.013832899127015574e-01
3.921946902209851871e-01,6.194962080132587756e-01,5.431867245626602614e-01,6.853574299737665854e-01,6.127142630713636740e-01,4.525620950509755547e-01,5.857551355450617558e-01,6.106570719496200450e-01,5.919483848107978119e-01,5.894430060640847291e-01
5.448666925116529836e-01,5.779165626241064002e-01,6.182694211262902417e-01,5.083138727671138168e-01,5.256393528099938539e-01,6.555312335393738143e-01,6.751140469072799410e-01,5.926139860250446700e-01,5.481001946348481590e-01,5.431752603023202175e-01
3.580790090751247989e-01,9.146108360836083806e-01,4.991899283511316843e-01,4.908282730398987326e-01,5.912367215740489401e-01,4.779687408479554867e-01,5.459736549144529327e-01,5.856499930177772040e-01,5.495354470213265063e-01,6.019580637099231080e-01
5.129216423869261687e-01,5.724683380331605509e-01,5.831174131065516297e-01,4.493116433964683409e-01,5.955746972436265496e-01,5.930741309851768062e-01,5.856444141043711804e-01,5.873972858832504640e-01,8.914422505598976754e-01,5.330693749119845837e-01
