2.123508961283754048e-01,5.631496311062972326e-01,4.099788449400406654e-01,3.605076358012847537e-01,4.967296582056729415e-01,4.767455093925681564e-01,5.404282524211816430e-01,3.674862011833840425e-01,4.726096613984124284e-01,4.984146537676549249e-01,5.628641846355221245e-01
6.926781534210828262e-02,4.203247406188582169e-01,4.834195911519548750e-01,5.876014144904739833e-01,3.229621579973901424e-01,4.447968075765095786e-01,4.002096557593360915e-01,5.358796105854929381e-01,4.985905619064664451e-01,3.399816218453741712e-01,4.757507704114891101e-01
6.829129938542534140e-01,4.827656785545778040e-01,7.152404131815895960e-01,3.584384455272614511e-01,3.580838731220045701e-01,4.034623875029823559e-01,5.320666315413099534e-01,6.275055989761871844e-01,3.467997825517756261e-01,5.019322303858807510e-01,5.354547557899909105e-01
3.555026286865440310e-01,3.859815688781937371e-01,3.902521434808059464e-01,3.902925169096927438e-01,2.980668739950917967e-01,2.973666116611661248e-01,5.659196032725444248e-01,4.284925603128885152e-01,2.836310643489167171e-01,6.043619452442982043e-01,4.724526455864568319e-01
3.490942102574433603e-01,4.377815347281027725e-01,5.607831019980584752e-01,5.634668661197906880e-01,4.084454522484814443e-01,4.479439347109040459e-01,6.167241527271689616e-01,3.354316936401484095e-01,3.917265670215251960e-01,5.012908515393705855e-01,3.371768426842684518e-01
3.626131221209950017e-01,3.172018120834056432e-01,3.507919347049054393e-01,5.549001980014578450e-01,3.753687907856644856e-01,3.859035182364389804e-01,3.913865487204827298e-01,6.208371939445044285e-01,5.592074592074591788e-01,3.602726292512413164e-01,4.207944455389395766e-01
4.076177362913909752e-01,4.254847359735973722e-01,5.200472406227270028e-01,3.752913831393567268e-01,4.390910090277051481e-01,2.908688224591690075e-01,5.317347465361199621e-01,4.245641715964232898e-01,4.898823072352483377e-01,5.277543736638514726e-01,6.015781209832178344e-01
4.207949881526613645e-01,4.310339344346155732e-01,6.076413121434370845e-01,6.460666683296333312e-01,4.756984536023546317e-01,5.258807351300273103e-01,4.420744478293983093e-01,5.120208803200249070e-01,5.389200587970115475e-01,6.127986154838259703e-01,4.987946751807944001e-01
2.597566332472973083e-01,7.099750902692077981e-01,3.502675034654624264e-01,4.189969958534314753e-01,5.073481792057361606e-01,3.733635121527434930e-01,5.932896841720370906e-01,3.471185634770889705e-01,4.799228412690302870e-01,5.366012804139943526e-01,3.384283430959575401e-01
3.397734152087238946e-01,2.242595560327889648e-01,6.275425408706178931e-01,6.485467800173682074e-01,3.827952217285285341e-01,5.843406215621562705e-01,5.123286549623463637e-01,3.611334539638090813e-01,4.236687611068798986e-01,5.250949145294558917e-01,6.049789447234290574e-01
3.280295965162637883e-01,5.563437245599331948e-01,2.116119720726030162e-01,5.900298935788503840e-01,4.227424945222368891e-01,4.709547837993526831e-01,5.980088804129026769e-01,4.364684357143925331e-01,4.839375862640182824e-01,4.879968265745942557e-01,5.487627405274464465e-01
6.251642415213778392e-01,1.220154226961157606e-01,3.428014211669462297e-01,5.052687959835197029e-01,5.939990994264565671e-01,3.801947815937879449e-01,4.547768549826438078e-01,2.943524160108318966e-01,6.010271282993278064e-01,4.908907949018049832e-01,5.382436751686705545e-01
5.312414151145838925e-01,4.310346140211885890e-01,4.565412601168388207e-01,4.827198332342576004e-01,4.066498131582189646e-01,4.630067510027700561e-01,4.007506938331541479e-01,4.801099121168326822e-01,5.316258139673064598e-01,4.469780948664787701e-01,3.696175784194954406e-01
4.196376523940221759e-01,4.704888228568516739e-01,5.011165727562016947e-01,3.555621519493096239e-01,5.198655942753452885e-01,5.698937411510248685e-01,4.584118449899938774e-01,5.599929155811508297e-01,5.127882475046348087e-01,5.230827685673631322e-01,5.899514838076346246e-01
3.935055855366412225e-01,4.117621726525150794e-01,3.125596471379744612e-01,4.501392103828744107e-01,5.458694005072827204e-01,2.876972793433189568e-01,4.327809927345143137e-01,6.049398374190959604e-01,3.572862652703850395e-01,4.995635504462586640e-01,3.827605456065542588e-01
6.457146121852005427e-01,3.324845542397459330e-01,4.484866015193414990e-01,4.436890675977907539e-01,6.037172631290278479e-01,5.637889668909243923e-01,6.070796683232729807e-01,5.785870012340600388e-01,6.588826733284747217e-01,3.183649614961496233e-01,5.012828862178679845e-01
4.236126177289148975e-01,5.552254856675454819e-01,4.939846635273986708e-01,4.201052303283278055e-01,4.699372371606983512e-01,2.800341741018322339e-01,5.233977154942802690e-01,6.111488148261023934e-01,4.107708979329803833e-01,4.319976081086956965e-01,5.311990950226244124e-01
2.842213057802477350e-01,4.880483552929738567e-01,4.413341047224649816e-01,4.511325754021421330e-01,5.524136812925319884e-01,5.236634913434446981e-01,3.547524223576203894e-01,3.296217604162663961e-01,4.373192440748632781e-01,5.844381359403199028e-01,4.966892884149333720e-01
4.162082329750559362e-01,4.392903232630955279e-01,4.061030554704073703e-01,4.477904758226100013e-01,4.230470506028291000e-01,3.323370853506550371e-01,4.260911464505398039e-01,4.816906622788975079e-01,5.180584952463924697e-01,5.011814073923034352e-01,6.024084793685564598e-01
4.190616199403413011e-01,5.367878821466562922e-01,5.297611419458878590e-01,5.939233968645732942e-01,3.659203730986476666e-01,5.529025549613785229e-01,3.592668401455530458e-01,3.884120412965971769e-01,4.628749996909458098e-01,5.221449375268287785e-01,4.186604935367618241e-01
3.508531613522169468e-01,3.336691636040420850e-01,4.012087090540903955e-01,4.450365744470548002e-01,4.369875439678930773e-01,5.056753050870698152e-01,5.098041886496613717e-01,5.114542526811091117e-01,4.640418459822327479e-01,4.818192146422545230e-01,4.876164281724738037e-01
3.792766815586792739e-01,2.716342452704970656e-01,3.230195409240141369e-01,4.551694889512153397e-01,5.526061970675275603e-01,3.676391426385277605e-01,4.587248891148599239e-01,4.150210787192843975e-01,4.668158033838843979e-01,5.420218423586590228e-01,3.764445474186602913e-01
4.164433271920291446e-01,4.645785732419396297e-01,4.511594518493825534e-01,3.748218875657207128e-01,5.633127405896745099e-01,3.751607824871328600e-01,2.997768046035372280e-01,5.390775299478522964e-01,4.087701687261405814e-01,4.844427272508321503e-01,5.881426865186950570e-01
4.977429422976067386e-01,4.585840286761075357e-01,2.648873971356582313e-01,4.126446624375502137e-01,4.446350053439285799e-01,3.554664360666836553e-01,5.509602559409103595e-01,6.510024583984693747e-01,3.202023319525417189e-01,4.750865448484972164e-01,5.885529310685786442e-01
4.714345770385830470e-01,5.407757195577784781e-01,5.622265860885983235e-01,4.181859729876492571e-01,3.367498628082088996e-01,5.726324329265506385e-01,3.641591953071700583e-01,4.179472747619616402e-01,5.381633661987221817e-01,3.795982482863671237e-01,3.766348269442329477e-01
4.110767361404725762e-01,3.931047362916479382e-01,5.489471639471639186e-01,3.860443284739119574e-01,4.393104214267580798e-01,6.726983198146097020e-01,4.160501595043415435e-01,6.591642680088349859e-01,3.942400266136062426e-01,4.564363729893400889e-01,5.199925027424732171e-01
4.786101112916920641e-01,3.888805169703920539e-01,4.045907034142328107e-01,4.225424770627600468e-01,5.298098522651294440e-01,5.909806206865030331e-01,3.837644855644576358e-01,3.473332584539426948e-01,3.690743999032981559e-01,3.295236735211982682e-01,5.815449778023965566e-01
3.651872843836602156e-01,5.354866157336009014e-01,3.816364349328147387e-01,4.634289751786777600e-01,4.132720674997343302e-01,5.363559447632251231e-01,4.408535661190040034e-01,3.596266736771834838e-01,5.033079631710253299e-01,5.639332692779748246e-01,5.422588199160648381e-01
3.730442109436954423e-01,4.941500953942513652e-01,4.458936918269096883e-01,3.097060032424912013e-01,5.216940902235019939e-01,3.292530019472731384e-01,2.974926808444912640e-01,4.507639460055995473e-01,6.160065610888625365e-01,3.433319279321170314e-01,5.174881503963520979e-01
5.186071118424059323e-01,4.495060950408607536e-01,5.894959285952682260e-01,4.965056240297213153e-01,3.068648451383599873e-01,4.960735518637132691e-01,4.498829766817607489e-01,3.513208267513919791e-01,5.251385500128307182e-01,4.674249410810061289e-01,5.262403939547416476e-01
4.990366103918084106e-01,4.801079668185023186e-01,3.862394656259681147e-01,4.317716894826187368e-01,3.154435955398261493e-01,5.065635997988938710e-01,4.576265731217805666e-01,3.660063922119791702e-01,5.290725260652069384e-01,5.000338965956503401e-01,6.043927127298628355e-01
5.495525364704716420e-01,4.545090847218131169e-01,5.923476029145371413e-01,5.989478491932083148e-01,4.135636990863645890e-01,7.339821289821290007e-01,4.659370113854753859e-01,3.356850921227425566e-01,5.027594523890908107e-01,4.440939279910387505e-01,5.784889620183737424e-01
4.692295152059466901e-01,4.889252710424499826e-01,4.608507526763741535e-01,6.361021984551396002e-01,5.474802321861145238e-01,5.178605961235882571e-01,4.545809570127753441e-01,4.825501802489757242e-01,5.515887446149516649e-01,5.993892262396579573e-01,3.322509414402978756e-01
3.423175558292213538e-01,4.488920400596276283e-01,3.486803060240495356e-01,3.191451982981833857e-01,4.650344485551764495e-01,4.521641694263866529e-01,5.977218172384313188e-01,4.079857501362420535e-01,3.820243452648557358e-01,3.990083037515648190e-01,5.659948475362830411e-01
2.651602737233123563e-01,3.129031660373886581e-01,2.375278717880429935e-01,4.224305300106053762e-01,4.893361695595997984e-01,5.206964357079455485e-01,5.358478898082040809e-01,4.440248324816079561e-01,5.042002133072853720e-01,4.958915494604939633e-01,4.038242045358381715e-01
3.186404354134138028e-01,4.138229588107763535e-01,4.840285238028277925e-01,4.968673438712267187e-01,5.619212804256840110e-01,5.727889282564626594e-01,4.596115122803576258e-01,5.845345009415904292e-01,6.397851821381231874e-01,3.860876839320964704e-01,5.606967868732574134e-01
3.424048178317415925e-01,3.104129563276519232e-01,5.448874197003512609e-01,6.257567936284876842e-01,6.623885918003565854e-01,5.718860551213492682e-01,3.795433889357274770e-01,3.691428500772757082e-01,5.844680937148521993e-01,6.129144821459970860e-01,5.829094204398649337e-01
6.537088116695985995e-01,6.185191921342709787e-01,5.803235145800959005e-01,4.373362453018639906e-01,4.397097402047897563e-01,3.172156638740796786e-01,5.981504104398640553e-01,4.995440679752604640e-01,3.448078706653640024e-01,4.596774086134073900e-01,5.236781234144239905e-01
3.476292100363882476e-01,6.448930451650392026e-01,5.340735097409710086e-01,4.164420890323154434e-01,5.444622540125950705e-01,6.072713418343798075e-01,5.090766801175844458e-01,4.517526068311449317e-01,5.452316199334188429e-01,3.553723043435620399e-01,5.337584675636559695e-01
4.096106654123791158e-01,1.937288977108432009e-01,6.718009237864994709e-01,4.890052601420799006e-01,4.042941313362105049e-01,3.791679889142760551e-01,6.566618827979741058e-01,5.206152017916724217e-01,6.075391928333103708e-01,6.141809367849595525e-01,4.952986202748590472e-01
2.850508297323273710e-01,4.493555672273072399e-01,3.208989168147584059e-01,5.816929475753005452e-01,5.500549435124481024e-01,4.832376814153850342e-01,4.872207810290681285e-01,5.940878260654962606e-01,5.765775401069518358e-01,4.699144419151496943e-01,4.470958945252444527e-01
3.566024615848294443e-01,4.460640192143064953e-01,3.217027495675669480e-01,1.977602288352561799e-01,4.579181456144033602e-01,4.107919664815867788e-01,4.870696043861171276e-01,4.834276975139918942e-01,4.748808355965684069e-01,4.363155874454616168e-01,6.452262058843472037e-01
7.074729192376251197e-01,4.060142477666532912e-01,3.482559285755639777e-01,3.646667661237995572e-01,5.514179831763351691e-01,4.911681884027851441e-01,4.605861785273550613e-01,4.788287168569717034e-01,5.440109859644153278e-01,6.620068666690690495e-01,4.724674815040663667e-01
5.101821381233145880e-01,3.256490182036875236e-01,5.390685946795751304e-01,2.047778257854281636e-01,6.083604036859910913e-01,4.845151504286289712e-01,5.240461616749382268e-01,4.547970507410613594e-01,5.520427324154747462e-01,4.687614487510735617e-01,6.377200186342120158e-01
3.754646399980481331e-01,4.769535986291709717e-01,2.872590864855715798e-01,2.941173203858847285e-01,5.084172820966388340e-01,4.991498697381049898e-01,4.123302045485782164e-01,4.367130850299247302e-01,5.978968417203711638e-01,3.848418188335500645e-01,4.427558984053935331e-01
4.125383956080998504e-01,4.263754267510765361e-01,5.378672043737056097e-01,3.500847639861241478e-01,4.160135136795847788e-01,6.829170152253161152e-01,4.169117946807053832e-01,4.852311236776903902e-01,4.427444875872832419e-01,5.196485214132272601e-01,3.342046945079122922e-01
5.671582354121413871e-01,3.954682830337089561e-01,5.001195873746354659e-01,3.529948908352373849e-01,5.879034706369135055e-01,5.411894967777320931e-01,6.132717371767870684e-01,5.431989579048402961e-01,5.554668804350183509e-01,5.350182823712236191e-01,4.146924271751696867e-01
3.655877126174156277e-01,5.918498337041627755e-01,4.216493197472650500e-01,3.942136265249431837e-01,5.228147055797968124e-01,4.641500557640919067e-01,3.837191864568226807e-01,3.744305259268073671e-01,3.115818312600490692e-01,4.616739171942863540e-01,5.954447445499055913e-01
3.679814214432323149e-01,4.380537709140877034e-01,5.269207675755831488e-01,5.566883379497798989e-01,3.321062471546475936e-01,5.394572867566773677e-01,5.693457374038568553e-01,5.317672902750190111e-01,3.071731932808665078e-01,3.732189121790519537e-01,4.496869927074934603e-01
2.545660054867940891e-01,3.524512462075234387e-01,2.268463865617330877e-01,4.266970801005628422e-01,4.065268065268065611e-01,6.937862790803966950e-01,5.704234207528452449e-01,4.886822980940627725e-01,5.199024594071021133e-01,4.893413035418671120e-01,4.486052580171486781e-01
4.453180427067975344e-01,4.537471949740831678e-01,4.683342735577770699e-01,3.111420917254326679e-01,5.817011102187666927e-01,3.684494914186774439e-01,3.448879262926292655e-01,3.625187707858538722e-01,5.107793692652553563e-01,5.156487205786838279e-01,3.874933182023030942e-01
4.357347336669530335e-01,3.971501829387681370e-01,6.468648018648018860e-01,4.058813573665058794e-01,5.390543443484620001e-01,5.635934000639882813e-01,3.161553423554198661e-01,5.423888603048356849e-01,5.418707208077149229e-01,3.554320576288398370e-01,4.604410423466130942e-01
3.830326939935725372e-01,3.818549465828889322e-01,5.624333113206917423e-01,4.931146007676535659e-01,3.723124417980375189e-01,3.403062715640169933e-01,4.794325739207204728e-01,4.703208211773411418e-01,4.638549965754545923e-01,5.624301841948901037e-01,5.125515848741375446e-01
3.106129908103592019e-01,5.186918138001245238e-01,3.288666285592720673e-01,5.130179624297270813e-01,3.898243681284113693e-01,5.512197088282695390e-01,3.589098332910214406e-01,5.062262138493498487e-01,6.319423432347563985e-01,4.240200478412632923e-01,4.934816434180953060e-01
4.173589485081278250e-01,5.265918645273729437e-01,4.574168633469158918e-01,5.555539354662835105e-01,5.152932219730661512e-01,5.470028875375413380e-01,6.214196613722916540e-01,5.236528172309071749e-01,4.696781290144613763e-01,5.937012956555831611e-01,6.550690159513687938e-01
4.648279742660571534e-01,5.756258589276400661e-01,6.391510247088544316e-01,4.640622270013351480e-01,4.918464682898614493e-01,5.370687544277464864e-01,3.852378024500503484e-01,5.196194794352084756e-01,4.611860583993380169e-01,5.742663847611837458e-01,5.479592791421382669e-01
4.083618367601697940e-01,6.044275799061863408e-01,2.281498582550562926e-01,4.777017383431445552e-01,3.994712396979567814e-01,3.737132801367176738e-01,3.403914910721841380e-01,5.257368039582186459e-01,5.648007529662588677e-01,5.164778226687716245e-01,5.878078211884087967e-01
3.891266959318813723e-01,4.337792576001312517e-01,3.840353723917466766e-01,4.992152292152292059e-01,3.104176484821015714e-01,3.391796176967290521e-01,3.539509846015323480e-01,4.735430656616271827e-01,5.910439233968646233e-01,5.540671420083184140e-01,4.972758813590464344e-01
4.951616227381109292e-01,4.483993538024802494e-01,2.914386704038844367e-01,5.357514711679876029e-01,4.142087259149344058e-01,3.197995870609852131e-01,4.299077179230316181e-01,5.218341788930024316e-01,5.548212898212898647e-01,5.394878650761003591e-01,4.746801537678625449e-01
3.921365961594558414e-01,2.795062198527545339e-01,4.481482155131576439e-01,3.838331276566570582e-01,3.320245562291955777e-01,4.925922321247273028e-01,4.901237208551179059e-01,4.142464246424642504e-01,5.166547831253713863e-01,5.166262176680073148e-01,5.743474592056728723e-01
3.089285737405367827e-01,5.370194994360267815e-01,5.712103918720610185e-01,4.715863614090352596e-01,5.344091128670195312e-01,4.066471157036156692e-01,5.145216141097238571e-01,4.414350088855039100e-01,6.438269494037309748e-01,6.889895776570670316e-01,5.531201961183663807e-01
