4.315056148723431795e-01,5.518061501427563575e-01,5.514440501409717532e-01,5.946134903017206152e-01,5.544963020098777617e-01,4.733340144187652143e-01,5.330132944960743746e-01,5.699306145000007096e-01,5.054100785434789689e-01,4.854630361640969727e-01
5.095191249894219787e-01,5.420795914243454749e-01,5.604110776564177332e-01,4.457923436574426357e-01,5.781823214888968110e-01,5.531299831487335172e-01,4.900461806556932198e-01,4.760113100490089844e-01,4.478705741975125276e-01,4.734156829144451906e-01
4.542021029025979928e-01,5.677366248389084102e-01,5.085753031347539643e-01,4.684920671770917977e-01,5.177744168120590462e-01,4.865463369006496341e-01,5.825342971853262330e-01,5.163291059455558107e-01,5.500279823028997317e-01,5.046195876062191665e-01
4.239545875653485396e-01,5.609004067827597639e-01,5.459853699751381351e-01,4.637421406614269381e-01,5.343625708724718537e-01,5.352940216356789627e-01,5.428445215843670235e-01,5.009534297981456108e-01,4.599647709908966098e-01,8.458430458430458154e-01
4.139780912564526849e-01,4.916189065463059116e-01,7.480682389505920460e-01,5.608053315865262345e-01,4.305037234492680720e-01,5.573331618077611571e-01,8.427665798254033724e-01,4.186466002369468309e-01,5.152759039342905689e-01,5.715079587951172879e-01
2.554234007483554558e-01,7.121205959754370873e-01,5.177135888069178682e-01,5.159232509250216703e-01,6.867610321544963536e-01,4.236347502290651046e-01,4.679716944110821619e-01,5.792919099658699889e-01,4.701267242108826405e-01,5.775621891022202359e-01
5.168546183195996679e-01,6.662551197671018333e-01,5.843709432659969227e-01,4.742623089417403182e-01,4.597926449427905959e-01,6.106102217240180208e-01,5.213884963823171015e-01,4.768062722215917759e-01,8.297415329768270675e-01,8.303578774167009735e-01
3.137550829270673303e-01,5.039617086708015892e-01,5.257732882157389875e-01,3.247623043576925994e-01,4.897873030840901309e-01,4.402345317819943427e-01,4.352057575417032642e-01,4.566159768569356681e-01,6.059134105309842422e-01,5.010324407830389903e-01
6.076648841354723718e-01,4.436573830523832251e-01,4.851426291488885600e-01,6.202526811191667599e-01,3.966155750190403784e-01,4.160105674028941602e-01,5.329208068504798224e-01,6.096402857593743452e-01,4.378956164847253585e-01,5.277616661928942188e-01
7.557621463503815251e-01,4.495332284459300776e-01,5.602476225218652184e-01,4.371173415418465047e-01,5.594396342830535440e-01,5.515144114405270415e-01,4.412938406854227114e-01,4.469929444867563606e-01,6.096918377229221253e-01,5.540109345251824635e-01
5.193369674447744222e-01,4.582497382993191981e-01,5.830936297756902364e-01,4.833839412402567426e-01,5.119621894023013153e-01,4.958621847750274148e-01,5.394767348793366724e-01,5.718938034694112105e-01,5.163430856307805739e-01,5.425137086009284015e-01
4.380430683928326907e-01,6.495948169477582246e-01,4.323443646314947264e-01,4.553549227152300927e-01,5.598274999759166315e-01,3.885104616230853902e-01,5.260719253186030286e-01,5.766160161544895413e-01,5.770463515960215783e-01,6.135322682803957539e-01
5.355018765282831827e-01,5.829990593241273222e-01,4.114142875218078643e-01,3.829234365744267343e-01,5.516545185031785925e-01,5.819067358879659313e-01,5.340577068880849598e-01,4.972099952611345186e-01,5.119545737045881895e-01,5.652900748756627403e-01
5.179042791688770464e-01,4.855940669266975429e-01,3.854463873425532094e-01,3.383626343403571268e-01,8.508649846885140144e-01,6.689575778262567551e-01,5.447375414939237270e-01,5.167716342153449993e-01,5.109577594668358591e-01,8.581777046482929050e-01
2.149068322981366186e-01,4.966550881401189943e-01,6.380387429894571749e-01,4.656265097296552469e-01,4.422426241281467441e-01,4.848635396355101546e-01,5.718235646225258151e-01,4.538620745439699844e-01,5.086149957430682322e-01,8.356474244709538590e-01
3.528426925649803536e-01,7.319511860688331373e-01,5.048618554931699753e-01,4.606863563800048245e-01,4.027993131414974171e-01,5.291267347888635175e-01,5.104769927466996648e-01,5.287846698322540284e-01,4.750736911117224293e-01,5.970920049731300860e-01
5.124409905584282887e-01,4.890494574764067126e-01,6.488630726437566443e-01,4.057712222701487792e-01,6.295256004529649063e-01,4.817907124464518853e-01,8.229249508661272694e-01,4.238678915968519534e-01,5.533436457131666319e-01,5.205813008952041576e-01
2.422680919265672306e-01,5.810981729124544692e-01,5.627912314711485120e-01,5.343433601163265489e-01,4.847024375249862627e-01,4.470762460861470444e-01,5.829795414824010535e-01,4.689716094338144403e-01,4.638263908576419903e-01,5.211135662298467253e-01
5.905431705455315150e-01,4.863753729584172625e-01,6.114119666103524642e-01,3.826894130755690848e-01,4.897155837084850027e-01,4.436352189373209964e-01,4.651579875008935439e-01,4.489972074130490487e-01,4.668213796213118161e-01,6.013363833450020568e-01
4.468559672001288230e-01,4.444359674587742282e-01,4.839545098557869740e-01,4.713263905536996257e-01,5.550989873371320327e-01,5.448076490987598941e-01,5.590209655759336149e-01,4.953152385417667891e-01,5.013769780318891867e-01,5.410560214862139006e-01
5.174330413810611651e-01,6.350731467377506156e-01,4.746493052619403796e-01,5.680733072525658844e-01,5.745448811896963770e-01,5.627615920851665177e-01,5.019735278270013312e-01,5.861921507148404320e-01,8.234121760592348904e-01,8.320809909045202568e-01
2.111801242236024945e-01,5.630977678920540130e-01,6.933989889846852162e-01,6.150586295653595048e-01,5.031371646780062878e-01,5.336251285827107171e-01,4.729730610775227939e-01,4.714096540402634150e-01,4.986441954190847237e-01,5.663746886687122117e-01
5.750708724718626152e-01,3.375149325703745706e-01,4.717220125552034626e-01,4.869875636128705443e-01,4.627568727113734459e-01,5.889364922220611254e-01,4.127432935601252351e-01,5.079180641092673199e-01,5.963243579425485663e-01,5.808439828781521985e-01
4.641188557022737915e-01,4.863248087438439282e-01,6.263175874379934838e-01,5.391118550937190612e-01,5.620879382949977021e-01,4.678340797935775508e-01,5.240071692973862216e-01,5.577854812479730029e-01,5.077549609493136051e-01,4.881205744990133044e-01
4.439138729880672818e-01,4.783320862042666488e-01,4.494666542705043066e-01,5.101403707385133712e-01,5.945367409034261197e-01,4.781162816156500628e-01,5.204009894527044100e-01,5.117089226793115619e-01,5.056739407407017106e-01,8.502682937977055211e-01
4.805223341820891170e-01,6.040487608248203966e-01,4.564689533512221731e-01,4.628258910058579145e-01,4.711601125674218515e-01,5.001430587294837249e-01,7.746672608437314977e-01,4.896028082349741517e-01,5.989610936726347257e-01,5.390486794031047468e-01
